==================================================
HEADER
File name: tracker_log.txt
Creation Date/Time: 2026-08-02 15:01:53
Last Modified Date/Time: 2026-08-08 18:37:15
==================================================
BODY
Event Type      | Date/Time            | Description
REQUEST_RECV    | 2026-08-08 11:44:29  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:44:29  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:44:48  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:44:48  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:44:49  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:44:49  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:44:58  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:44:58  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:44:59  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:44:59  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:45:18  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:45:18  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:45:19  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:45:19  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:45:28  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:45:28  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:45:30  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:45:30  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:45:48  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:45:48  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:45:49  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:45:49  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:45:58  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:45:58  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:46:00  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:46:00  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:46:18  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:46:18  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:46:19  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:46:19  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:46:29  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:46:29  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:46:30  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:46:30  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:46:48  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:46:48  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:46:49  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:46:49  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:46:59  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:46:59  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:47:00  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:47:00  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:47:18  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:47:19  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:47:20  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:47:20  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:47:29  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:47:29  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:47:30  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:47:30  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:47:49  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:47:49  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:47:50  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:47:50  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:47:59  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:47:59  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:48:00  | Received regular request from -AA0001-EifQJZAyj0JB at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:48:00  | Sent peer list (2 peers) to -AA0001-EifQJZAyj0JB
REQUEST_RECV    | 2026-08-08 11:48:19  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:48:19  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
REQUEST_RECV    | 2026-08-08 11:48:20  | Received regular request from -AA0001-0FLomCwvXSw3 at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:48:20  | Sent peer list (2 peers) to -AA0001-0FLomCwvXSw3
SERVER_STOP     | 2026-08-08 11:48:25  | Tracker shut down by user
SERVER_START    | 2026-08-08 11:50:10  | Tracker started on port 8000
REQUEST_RECV    | 2026-08-08 11:50:17  | Received started request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:50:17  | Added/Updated Peer: -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:50:17  | Sent peer list (1 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:50:18  | Received started request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:50:18  | Added/Updated Peer: -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:50:18  | Sent peer list (1 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:50:47  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:50:47  | Sent peer list (1 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:50:48  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:50:48  | Sent peer list (1 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:51:08  | Received started request from -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:51:08  | Added/Updated Peer: -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:51:08  | Sent peer list (2 peers) to -AA0001-oEtAi71E1Slm
REQUEST_RECV    | 2026-08-08 11:51:09  | Received started request from -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:51:09  | Added/Updated Peer: -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:51:09  | Sent peer list (2 peers) to -AA0001-oEtAi71E1Slm
REQUEST_RECV    | 2026-08-08 11:51:17  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:51:17  | Sent peer list (2 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:51:18  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:51:18  | Sent peer list (2 peers) to -AA0001-nKBzASsNrA5T
REQUEST_RECV    | 2026-08-08 11:51:38  | Received regular request from -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
REQUEST_RECV    | 2026-08-08 11:51:39  | Received regular request from -AA0001-oEtAi71E1Slm at 127.0.0.1:6882
REQUEST_RECV    | 2026-08-08 11:51:48  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
REQUEST_RECV    | 2026-08-08 11:51:49  | Received regular request from -AA0001-nKBzASsNrA5T at 127.0.0.1:6881
SERVER_STOP     | 2026-08-08 11:53:44  | Tracker shut down by user
SERVER_START    | 2026-08-08 11:54:23  | Tracker started on port 8000
REQUEST_RECV    | 2026-08-08 11:54:37  | Received started request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:54:37  | Added/Updated Peer: -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:54:37  | Sent peer list (1 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:54:38  | Received started request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:54:38  | Added/Updated Peer: -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:54:38  | Sent peer list (1 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:55:07  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:55:07  | Sent peer list (1 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:55:08  | Received started request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:55:08  | Added/Updated Peer: -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:55:08  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:55:08  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:55:08  | Sent peer list (1 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:55:09  | Received started request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:55:09  | Added/Updated Peer: -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:55:09  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:55:37  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:55:37  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:55:38  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:55:38  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:55:38  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:55:38  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:55:39  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:55:39  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:56:07  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:56:07  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:56:08  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:56:08  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:56:08  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:56:08  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:56:09  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:56:09  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:56:38  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:56:38  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:56:38  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:56:38  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:56:39  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:56:39  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:56:39  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:56:39  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:57:08  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:57:08  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:57:08  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:57:08  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:57:09  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:57:09  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:57:09  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:57:09  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:57:38  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:57:38  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:57:38  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:57:38  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:57:39  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:57:39  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:57:39  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:57:39  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:58:08  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:58:08  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:58:08  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:58:08  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:58:09  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:58:09  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:58:09  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:58:09  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:58:38  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:58:38  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:58:38  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:58:38  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:58:39  | Received regular request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:58:39  | Sent peer list (2 peers) to -AA0001-xQ9D0OfG1WXK
REQUEST_RECV    | 2026-08-08 11:58:39  | Received regular request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:58:39  | Sent peer list (2 peers) to -AA0001-CayCvSVKNw5L
REQUEST_RECV    | 2026-08-08 11:58:54  | Received stopped request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
PEER_REMOVED    | 2026-08-08 11:58:54  | Peer -AA0001-CayCvSVKNw5L gracefully stopped and removed
REQUEST_RECV    | 2026-08-08 11:58:54  | Received stopped request from -AA0001-CayCvSVKNw5L at 127.0.0.1:6882
PEER_REMOVED    | 2026-08-08 11:58:54  | Peer -AA0001-CayCvSVKNw5L gracefully stopped and removed
REQUEST_RECV    | 2026-08-08 11:58:59  | Received stopped request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
PEER_REMOVED    | 2026-08-08 11:58:59  | Peer -AA0001-xQ9D0OfG1WXK gracefully stopped and removed
REQUEST_RECV    | 2026-08-08 11:58:59  | Received stopped request from -AA0001-xQ9D0OfG1WXK at 127.0.0.1:6881
PEER_REMOVED    | 2026-08-08 11:58:59  | Peer -AA0001-xQ9D0OfG1WXK gracefully stopped and removed
SERVER_STOP     | 2026-08-08 11:59:05  | Tracker shut down by user
SERVER_START    | 2026-08-08 11:59:17  | Tracker started on port 8000
REQUEST_RECV    | 2026-08-08 11:59:22  | Received started request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:59:22  | Added/Updated Peer: -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:59:22  | Sent peer list (1 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 11:59:23  | Received started request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
PEER_ADDED      | 2026-08-08 11:59:23  | Added/Updated Peer: -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:59:23  | Sent peer list (1 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 11:59:26  | Received started request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:59:26  | Added/Updated Peer: -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:59:26  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 11:59:27  | Received started request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
PEER_ADDED      | 2026-08-08 11:59:27  | Added/Updated Peer: -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:59:27  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 11:59:52  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:59:52  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 11:59:53  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 11:59:53  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 11:59:56  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:59:56  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 11:59:57  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 11:59:57  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:00:22  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:00:22  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:00:23  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:00:23  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:00:26  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:00:26  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:00:27  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:00:27  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:00:52  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:00:52  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:00:53  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:00:53  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:00:56  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:00:56  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:00:57  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:00:57  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:01:22  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:01:22  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:01:23  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:01:23  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:01:26  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:01:26  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:01:27  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:01:27  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:01:52  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:01:52  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:01:53  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
RESPONSE_SENT   | 2026-08-08 12:01:53  | Sent peer list (2 peers) to -AA0001-8wTHvDqN1yBv
REQUEST_RECV    | 2026-08-08 12:01:56  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:01:56  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:01:57  | Received regular request from -AA0001-oOSDLc0Z773X at 127.0.0.1:6882
RESPONSE_SENT   | 2026-08-08 12:01:57  | Sent peer list (2 peers) to -AA0001-oOSDLc0Z773X
REQUEST_RECV    | 2026-08-08 12:02:22  | Received regular request from -AA0001-8wTHvDqN1yBv at 127.0.0.1:6881
